Frequency (Hz)	Level (dB)
7084.423828	-30.441776
7105.957031	-28.475172
7127.490234	-26.191349
7149.023438	-24.729759
7170.556641	-24.746500
7192.089844	-25.395927
7213.623047	-26.241884
7235.156250	-27.665102
7256.689453	-28.118103
7278.222656	-28.844582
7299.755859	-29.460075
7321.289063	-30.414558
7342.822266	-31.172722
7364.355469	-31.510818
7385.888672	-31.285297
7407.421875	-31.484970
7428.955078	-31.571680
7450.488281	-30.780790
7472.021484	-28.381981
7493.554688	-26.550335
7515.087891	-26.019068
7536.621094	-26.517311
7558.154297	-27.818865
7579.687500	-28.257214
7601.220703	-28.765799
7622.753906	-29.390360
7644.287109	-29.990732
7665.820313	-30.092382
7687.353516	-30.325592
7708.886719	-30.255125
7730.419922	-30.868109
7751.953125	-31.206705
7773.486328	-31.596390
7795.019531	-30.980598
7816.552734	-30.346184
7838.085938	-29.402662
7859.619141	-28.567877
7881.152344	-27.988388
7902.685547	-28.700211
7924.218750	-29.861576
7945.751953	-30.761284
7967.285156	-31.312250
7988.818359	-31.419985
8010.351563	-31.794292
8031.884766	-32.239655
8053.417969	-32.960640
8074.951172	-32.795147
8096.484375	-32.664196
8118.017578	-33.104271
8139.550781	-32.452541
8161.083984	-31.169035
8182.617188	-30.884398
8204.150391	-30.159983
8225.683594	-30.229658
8247.216797	-30.064556
8268.750000	-29.859274
8290.283203	-29.750038
8311.816406	-30.091595
8333.349609	-29.829681
8354.882813	-29.560205
8376.416016	-30.250875
8397.949219	-30.168461
8419.482422	-30.330511
8441.015625	-30.827391
8462.548828	-30.630402
8484.082031	-29.904638
8505.615234	-29.974932
8527.148438	-30.085382
8548.681641	-29.824240
8570.214844	-28.915710
8591.748047	-28.603813
8613.281250	-28.638535
8634.814453	-29.126566
8656.347656	-29.861702
8677.880859	-29.919346
8699.414063	-29.537251
8720.947266	-29.543060
8742.480469	-29.051205
8764.013672	-29.149624
8785.546875	-29.944656
8807.080078	-30.413351
8828.613281	-30.466358
8850.146484	-30.280519
8871.679688	-29.735807
8893.212891	-29.785822
8914.746094	-29.221367
8936.279297	-28.689787
8957.812500	-28.531218
8979.345703	-30.051424
9000.878906	-29.705444
9022.412109	-29.068243
9043.945313	-29.732214
9065.478516	-29.966188
9087.011719	-30.270288
9108.544922	-30.294811
9130.078125	-30.717270
9151.611328	-31.127844
9173.144531	-31.050491
9194.677734	-31.143211
9216.210938	-31.272551
9237.744141	-31.239880
9259.277344	-30.501799
9280.810547	-29.629375
9302.343750	-28.990231
9323.876953	-29.006340
9345.410156	-30.033367
9366.943359	-30.905979
9388.476563	-30.638233
9410.009766	-30.903812
9431.542969	-31.295383
9453.076172	-31.142933
9474.609375	-31.451515
9496.142578	-32.471931
9517.675781	-32.651161
9539.208984	-32.594948
9560.742188	-32.102798
9582.275391	-31.739199
9603.808594	-31.440811
9625.341797	-31.421446
9646.875000	-30.857508
9668.408203	-30.632206
9689.941406	-30.567198
9711.474609	-30.339027
9733.007813	-30.302622
9754.541016	-30.427870
9776.074219	-30.177288
9797.607422	-29.793667
9819.140625	-29.482332
9840.673828	-29.983156
9862.207031	-30.788155
9883.740234	-30.765882
9905.273438	-30.765638
9926.806641	-30.878801
9948.339844	-30.572086
9969.873047	-30.780411
9991.406250	-30.842587
10012.939453	-30.097454
10034.472656	-30.181974
10056.005859	-30.974527
10077.539063	-31.191877
10099.072266	-31.020788
10120.605469	-31.375111
10142.138672	-31.867235
10163.671875	-32.156967
10185.205078	-32.231377
10206.738281	-32.169617
10228.271484	-32.336636
10249.804688	-32.679802
10271.337891	-32.961040
10292.871094	-32.473866
10314.404297	-32.087330
10335.937500	-32.253307
10357.470703	-32.181213
10379.003906	-31.334446
10400.537109	-31.208914
10422.070313	-31.591160
10443.603516	-32.344769
10465.136719	-32.392109
10486.669922	-31.728298
10508.203125	-31.811476
10529.736328	-32.048058
10551.269531	-32.007572
10572.802734	-32.233677
10594.335938	-31.842066
10615.869141	-31.659300
10637.402344	-31.752499
10658.935547	-32.148026
10680.468750	-31.961327
10702.001953	-31.924492
10723.535156	-31.622625
10745.068359	-32.057693
10766.601563	-31.799664
10788.134766	-31.650759
10809.667969	-31.111057
10831.201172	-30.398212
10852.734375	-30.432076
10874.267578	-30.704950
10895.800781	-31.118044
10917.333984	-30.953503
10938.867188	-31.271914
10960.400391	-31.342766
10981.933594	-31.472780
11003.466797	-31.230303
11025.000000	-31.537777
11046.533203	-31.495258
11068.066406	-32.028336
11089.599609	-31.724298
11111.132813	-31.129553
11132.666016	-31.005701
11154.199219	-31.246689
11175.732422	-31.172939
11197.265625	-31.244961
11218.798828	-31.358557
11240.332031	-31.752014
11261.865234	-31.443285
11283.398438	-31.781794
11304.931641	-31.418482
11326.464844	-31.119574
11347.998047	-31.463036
11369.531250	-31.507057
11391.064453	-30.779751
11412.597656	-30.617214
11434.130859	-30.230553
11455.664063	-30.098919
11477.197266	-30.300167
11498.730469	-30.114788
11520.263672	-30.018942
11541.796875	-29.408955
11563.330078	-28.896992
11584.863281	-29.206102
11606.396484	-29.010748
11627.929688	-29.165327
11649.462891	-29.817862
11670.996094	-29.577982
11692.529297	-29.699133
11714.062500	-30.088961
11735.595703	-30.467676
11757.128906	-30.439274
11778.662109	-30.527187
11800.195313	-30.330793
11821.728516	-30.302942
11843.261719	-30.462761
11864.794922	-30.064880
11886.328125	-30.047617
11907.861328	-30.031380
11929.394531	-30.255201
11950.927734	-30.345430
11972.460938	-30.115416
11993.994141	-30.158451
12015.527344	-30.140150
12037.060547	-30.356524
12058.593750	-30.707119
12080.126953	-30.947960
12101.660156	-31.126902
12123.193359	-30.641514
12144.726563	-30.875280
12166.259766	-30.472326
12187.792969	-30.813389
12209.326172	-31.260075
12230.859375	-31.449348
12252.392578	-31.257395
12273.925781	-30.874832
12295.458984	-30.539476
12316.992188	-30.541321
12338.525391	-31.013182
12360.058594	-31.162317
12381.591797	-31.246634
12403.125000	-30.949152
12424.658203	-30.817444
12446.191406	-30.894022
12467.724609	-30.570507
12489.257813	-30.411028
12510.791016	-30.060587
12532.324219	-29.963451
12553.857422	-29.871126
12575.390625	-29.854536
12596.923828	-29.384237
12618.457031	-29.175396
12639.990234	-29.693018
12661.523438	-29.919672
12683.056641	-29.858627
12704.589844	-30.247145
12726.123047	-30.544483
12747.656250	-30.226604
12769.189453	-29.803617
12790.722656	-29.404165
12812.255859	-29.411343
12833.789063	-29.391312
12855.322266	-28.947134
12876.855469	-29.204426
12898.388672	-29.491257
12919.921875	-29.498779
12941.455078	-29.995089
12962.988281	-29.669584
12984.521484	-29.720934
13006.054688	-29.940092
13027.587891	-29.972795
13049.121094	-30.111588
13070.654297	-30.316097
13092.187500	-30.067940
13113.720703	-29.471937
13135.253906	-29.724384
13156.787109	-29.211235
13178.320313	-29.423956
13199.853516	-29.721701
13221.386719	-29.506495
13242.919922	-29.841698
13264.453125	-29.534359
13285.986328	-29.262754
13307.519531	-28.899008
13329.052734	-29.046225
13350.585938	-29.115290
13372.119141	-30.140219
13393.652344	-30.549843
13415.185547	-30.405476
13436.718750	-29.849777
13458.251953	-29.700087
13479.785156	-30.226538
13501.318359	-30.265430
13522.851563	-30.753674
13544.384766	-31.291348
13565.917969	-31.365786
13587.451172	-31.461905
13608.984375	-31.354231
13630.517578	-31.991932
13652.050781	-32.243782
13673.583984	-31.587620
13695.117188	-30.944889
13716.650391	-31.423422
13738.183594	-32.017124
13759.716797	-31.807386
13781.250000	-31.532972
13802.783203	-31.576914
13824.316406	-32.057697
13845.849609	-32.548107
13867.382813	-32.835136
13888.916016	-32.621506
13910.449219	-32.849197
13931.982422	-32.599030
13953.515625	-32.096291
13975.048828	-31.939837
13996.582031	-32.341255
14018.115234	-32.142448
14039.648438	-31.377605
14061.181641	-31.472378
14082.714844	-32.063580
14104.248047	-32.513889
14125.781250	-32.761345
14147.314453	-32.514565
14168.847656	-32.906643
14190.380859	-32.497402
14211.914063	-32.352558
14233.447266	-32.511906
14254.980469	-32.639248
14276.513672	-32.509811
14298.046875	-32.475578
14319.580078	-32.483425
14341.113281	-32.433033
14362.646484	-32.448883
14384.179688	-32.239990
14405.712891	-32.703392
14427.246094	-33.290779
14448.779297	-33.287010
14470.312500	-33.108292
14491.845703	-32.201813
14513.378906	-32.109058
14534.912109	-32.066338
14556.445313	-31.757187
14577.978516	-32.656284
14599.511719	-32.110424
14621.044922	-31.997923
14642.578125	-33.161644
14664.111328	-33.155655
14685.644531	-33.380924
14707.177734	-33.566658
14728.710938	-33.486195
14750.244141	-33.429661
14771.777344	-33.345421
14793.310547	-32.742432
14814.843750	-32.618065
14836.376953	-32.433838
14857.910156	-32.235687
14879.443359	-32.425034
14900.976563	-32.194874
14922.509766	-31.872585
14944.042969	-32.153744
14965.576172	-33.162281
14987.109375	-34.289635
15008.642578	-34.388615
15030.175781	-33.562492
15051.708984	-33.242283
15073.242188	-33.785206
15094.775391	-33.962147
15116.308594	-33.277878
15137.841797	-33.401463
15159.375000	-32.895729
15180.908203	-32.372654
15202.441406	-32.527061
15223.974609	-32.402069
15245.507813	-32.219170
15267.041016	-32.273197
15288.574219	-31.806953
15310.107422	-31.395618
15331.640625	-31.813959
15353.173828	-31.813368
15374.707031	-31.493216
15396.240234	-31.451908
15417.773438	-31.876648
15439.306641	-32.179909
15460.839844	-31.532900
15482.373047	-32.662724
15503.906250	-33.771244
15525.439453	-34.141884
15546.972656	-34.168400
15568.505859	-33.342823
15590.039063	-33.219055
15611.572266	-32.970795
15633.105469	-32.725090
15654.638672	-33.067696
15676.171875	-32.151104
15697.705078	-32.646313
15719.238281	-32.988415
15740.771484	-33.420437
15762.304688	-33.862755
15783.837891	-33.132393
15805.371094	-33.070210
15826.904297	-32.924225
15848.437500	-32.931889
15869.970703	-32.556732
15891.503906	-32.631023
15913.037109	-33.355419
15934.570313	-33.375679
15956.103516	-32.813362
15977.636719	-32.769665
15999.169922	-33.352135
16020.703125	-34.141918
16042.236328	-34.437130
16063.769531	-34.792908
16085.302734	-34.785686
16106.835938	-33.813042
16128.369141	-33.782635
16149.902344	-34.832115
16171.435547	-34.373783
16192.968750	-33.720154
16214.501953	-33.782490
16236.035156	-33.578735
16257.568359	-32.919258
16279.101563	-32.864349
16300.634766	-33.332455
16322.167969	-33.854305
16343.701172	-33.876602
16365.234375	-33.910591
16386.767578	-33.833897
16408.300781	-34.598923
16429.833984	-34.612617
16451.367188	-35.319981
16472.900391	-35.976212
16494.433594	-36.075329
16515.966797	-36.595196
16537.500000	-37.225731
16559.033203	-37.363369
16580.566406	-37.007561
16602.099609	-36.566250
16623.632813	-36.910107
16645.166016	-37.007401
16666.699219	-36.521225
16688.232422	-36.315125
16709.765625	-35.750629
16731.298828	-35.815193
16752.832031	-35.581097
16774.365234	-35.203472
16795.898438	-35.377693
16817.431641	-34.445709
16838.964844	-34.491177
16860.498047	-34.660824
16882.031250	-34.590523
16903.564453	-34.445679
16925.097656	-34.768185
16946.630859	-34.969727
16968.164063	-34.962929
16989.697266	-34.795517
17011.230469	-34.822887
17032.763672	-35.403782
17054.296875	-36.279591
17075.830078	-36.089355
17097.363281	-36.102116
17118.896484	-36.063560
17140.429688	-36.228146
17161.962891	-36.239605
17183.496094	-35.744434
17205.029297	-35.379917
17226.562500	-35.335804
17248.095703	-35.486435
17269.628906	-35.669174
17291.162109	-34.733757
17312.695313	-34.272594
17334.228516	-34.030510
17355.761719	-33.851624
17377.294922	-34.047264
17398.828125	-34.630013
17420.361328	-34.103088
17441.894531	-33.822201
17463.427734	-34.016827
17484.960938	-33.773945
17506.494141	-33.775089
17528.027344	-33.667038
17549.560547	-34.155304
17571.093750	-35.163261
17592.626953	-35.710548
17614.160156	-35.654190
17635.693359	-36.203739
17657.226563	-37.123295
17678.759766	-37.193855
17700.292969	-36.958672
17721.826172	-37.075108
17743.359375	-36.994743
17764.892578	-36.601902
17786.425781	-37.075790
17807.958984	-36.266407
17829.492188	-35.296211
17851.025391	-34.549862
17872.558594	-34.420788
17894.091797	-34.899376
17915.625000	-34.776443
17937.158203	-34.256092
17958.691406	-34.410934
17980.224609	-33.989388
18001.757813	-33.860996
18023.291016	-34.452602
18044.824219	-34.325790
18066.357422	-35.278141
18087.890625	-36.012894
18109.423828	-36.112400
18130.957031	-36.940968
18152.490234	-38.300022
18174.023438	-37.800682
18195.556641	-37.769413
18217.089844	-36.940746
18238.623047	-37.159462
18260.156250	-38.422508
18281.689453	-38.221344
18303.222656	-38.336170
18324.755859	-38.298386
18346.289063	-37.707279
18367.822266	-37.420605
18389.355469	-37.245113
18410.888672	-37.221111
18432.421875	-37.027283
18453.955078	-37.055435
18475.488281	-36.496971
18497.021484	-35.845367
18518.554688	-35.895580
18540.087891	-35.982468
18561.621094	-35.750851
18583.154297	-35.754562
18604.687500	-37.017994
18626.220703	-37.721367
18647.753906	-37.822258
18669.287109	-39.016460
18690.820313	-38.816517
18712.353516	-39.030998
18733.886719	-38.719727
18755.419922	-38.556648
18776.953125	-38.703747
18798.486328	-38.500618
18820.019531	-37.844032
18841.552734	-37.054543
18863.085938	-36.667267
18884.619141	-35.973976
18906.152344	-35.706001
18927.685547	-35.261658
18949.218750	-34.914749
18970.751953	-35.520470
18992.285156	-35.101723
19013.818359	-34.449661
19035.351563	-33.732571
19056.884766	-33.698166
19078.417969	-34.097023
19099.951172	-34.315369
19121.484375	-33.703583
19143.017578	-33.475140
19164.550781	-33.837807
19186.083984	-34.149487
19207.617188	-34.650978
19229.150391	-35.696308
19250.683594	-36.228172
19272.216797	-35.850735
19293.750000	-35.838261
19315.283203	-36.789368
19336.816406	-37.388546
19358.349609	-37.106590
19379.882813	-37.078785
19401.416016	-37.001030
19422.949219	-36.606022
19444.482422	-36.321186
19466.015625	-36.527203
19487.548828	-36.638851
19509.082031	-36.672112
19530.615234	-36.011669
19552.148438	-36.018658
19573.681641	-35.798748
19595.214844	-35.715660
19616.748047	-36.349621
19638.281250	-36.346680
19659.814453	-35.568054
19681.347656	-35.981487
19702.880859	-36.288136
19724.414063	-37.141541
19745.947266	-37.133698
19767.480469	-36.867180
19789.013672	-37.133305
19810.546875	-37.740208
19832.080078	-37.899719
19853.613281	-38.598511
19875.146484	-38.822193
19896.679688	-37.779613
19918.212891	-37.579315
19939.746094	-37.528763
19961.279297	-37.546421
19982.812500	-37.798386
20004.345703	-37.253704
20025.878906	-36.961773
20047.412109	-38.108498
20068.945313	-37.506481
20090.478516	-37.735916
20112.011719	-37.769653
20133.544922	-37.163067
20155.078125	-36.893005
20176.611328	-37.163792
20198.144531	-37.125011
20219.677734	-37.371098
20241.210938	-37.305134
20262.744141	-36.686096
20284.277344	-36.606247
20305.810547	-36.357552
20327.343750	-36.114437
20348.876953	-36.363121
20370.410156	-36.678932
20391.943359	-36.771996
20413.476563	-36.636181
20435.009766	-37.409870
20456.542969	-37.565468
20478.076172	-37.783863
20499.609375	-37.784718
20521.142578	-37.919930
20542.675781	-38.282738
20564.208984	-38.376480
20585.742188	-39.379822
20607.275391	-39.843922
20628.808594	-39.825508
20650.341797	-40.445595
20671.875000	-40.605118
20693.408203	-40.622459
20714.941406	-40.839832
20736.474609	-40.692787
20758.007813	-40.402065
20779.541016	-41.130741
20801.074219	-41.391373
20822.607422	-40.858459
20844.140625	-40.119236
20865.673828	-39.923813
20887.207031	-40.629986
20908.740234	-41.256649
20930.273438	-40.937630
20951.806641	-40.760548
20973.339844	-40.457790
20994.873047	-40.722240
21016.406250	-41.095322
21037.939453	-40.950855
21059.472656	-41.144447
21081.005859	-41.200397
21102.539063	-41.733654
21124.072266	-42.751610
21145.605469	-43.383560
21167.138672	-44.116619
21188.671875	-44.124718
21210.205078	-44.059086
21231.738281	-44.539566
21253.271484	-44.786789
21274.804688	-44.802452
21296.337891	-45.330719
21317.871094	-45.292114
21339.404297	-45.408108
21360.937500	-45.301098
21382.470703	-45.331985
21404.003906	-45.234566
21425.537109	-45.567539
21447.070313	-45.454090
21468.603516	-45.261108
21490.136719	-46.319420
21511.669922	-46.588154
21533.203125	-46.673714
21554.736328	-46.750271
21576.269531	-46.686478
21597.802734	-46.883965
21619.335938	-47.588116
21640.869141	-48.309238
21662.402344	-48.656097
21683.935547	-49.265244
21705.468750	-49.522507
21727.001953	-49.970825
21748.535156	-50.137615
21770.068359	-50.475754
21791.601563	-51.102577
21813.134766	-51.354744
21834.667969	-51.667431
21856.201172	-51.845520
21877.734375	-52.020466
21899.267578	-52.957764
21920.800781	-53.097305
21942.333984	-52.998840
21963.867188	-53.392269
21985.400391	-53.112556
22006.933594	-53.217690
22028.466797	-53.876945
