Frequency (Hz)	Level (dB)
5663.232422	-17.780476
5684.765625	-21.676825
5706.298828	-25.107380
5727.832031	-26.363747
5749.365234	-27.641127
5770.898438	-28.360563
5792.431641	-28.815247
5813.964844	-29.120770
5835.498047	-29.176128
5857.031250	-28.373592
5878.564453	-25.704554
5900.097656	-22.497341
5921.630859	-22.520260
5943.164063	-23.257149
5964.697266	-24.218847
5986.230469	-24.914026
6007.763672	-22.113323
6029.296875	-21.469536
6050.830078	-23.238039
6072.363281	-25.611610
6093.896484	-27.706202
6115.429688	-28.871624
6136.962891	-29.398821
6158.496094	-29.753401
6180.029297	-29.079866
6201.562500	-28.998245
6223.095703	-28.480143
6244.628906	-26.490440
6266.162109	-25.002876
6287.695313	-24.658001
6309.228516	-24.390059
6330.761719	-25.742634
6352.294922	-26.040651
6373.828125	-26.892496
6395.361328	-26.747419
6416.894531	-26.371962
6438.427734	-26.929228
6459.960938	-27.680906
6481.494141	-27.999796
6503.027344	-28.870331
6524.560547	-29.290892
6546.093750	-28.934488
6567.626953	-28.770916
6589.160156	-27.983427
6610.693359	-27.296606
6632.226563	-25.572680
6653.759766	-24.862316
6675.292969	-25.145227
6696.826172	-25.584831
6718.359375	-25.123028
6739.892578	-23.840736
6761.425781	-22.012476
6782.958984	-21.577156
6804.492188	-23.926735
6826.025391	-26.080923
6847.558594	-27.109158
6869.091797	-28.071159
6890.625000	-28.275616
6912.158203	-28.728960
6933.691406	-29.115435
6955.224609	-28.623749
6976.757813	-27.691174
6998.291016	-24.991528
7019.824219	-24.632845
7041.357422	-25.311611
7062.890625	-25.738098
7084.423828	-24.448542
7105.957031	-23.680603
7127.490234	-21.754414
7149.023438	-20.003851
7170.556641	-21.966644
7192.089844	-25.081196
7213.623047	-27.004507
7235.156250	-27.157787
7256.689453	-28.450457
7278.222656	-29.050440
7299.755859	-29.671467
7321.289063	-29.659117
7342.822266	-28.866045
7364.355469	-27.530924
7385.888672	-26.280003
7407.421875	-26.114080
7428.955078	-27.043604
7450.488281	-27.679377
7472.021484	-27.071365
7493.554688	-25.264067
7515.087891	-22.721581
7536.621094	-22.505325
7558.154297	-25.721481
7579.687500	-27.750551
7601.220703	-29.058241
7622.753906	-29.268356
7644.287109	-29.262962
7665.820313	-29.505770
7687.353516	-29.172222
7708.886719	-28.418648
7730.419922	-26.670706
7751.953125	-25.471235
7773.486328	-25.747145
7795.019531	-26.239124
7816.552734	-27.241417
7838.085938	-27.009970
7859.619141	-27.328020
7881.152344	-26.108974
7902.685547	-25.117537
7924.218750	-26.725500
7945.751953	-28.825687
7967.285156	-30.251339
7988.818359	-31.204622
8010.351563	-31.238457
8031.884766	-31.710455
8053.417969	-31.439795
8074.951172	-31.124592
8096.484375	-30.070066
8118.017578	-28.698101
8139.550781	-28.057131
8161.083984	-28.934568
8182.617188	-29.437557
8204.150391	-29.492558
8225.683594	-29.108887
8247.216797	-27.879892
8268.750000	-27.274628
8290.283203	-27.147064
8311.816406	-27.731087
8333.349609	-28.477142
8354.882813	-29.420004
8376.416016	-29.623297
8397.949219	-28.800556
8419.482422	-29.052866
8441.015625	-29.196016
8462.548828	-28.398733
8484.082031	-27.792494
8505.615234	-27.505066
8527.148438	-27.175097
8548.681641	-27.677317
8570.214844	-27.886665
8591.748047	-27.975424
8613.281250	-27.544315
8634.814453	-26.283230
8656.347656	-26.315237
8677.880859	-27.027588
8699.414063	-27.745590
8720.947266	-28.253798
8742.480469	-28.749008
8764.013672	-28.605698
8785.546875	-27.676165
8807.080078	-27.569853
8828.613281	-27.028427
8850.146484	-25.704624
8871.679688	-25.934944
8893.212891	-25.907646
8914.746094	-26.330524
8936.279297	-27.270298
8957.812500	-26.798506
8979.345703	-26.659845
9000.878906	-25.944643
9022.412109	-24.772243
9043.945313	-25.164436
9065.478516	-27.213511
9087.011719	-28.228767
9108.544922	-28.896870
9130.078125	-29.648119
9151.611328	-30.043242
9173.144531	-29.644529
9194.677734	-28.685009
9216.210938	-28.065464
9237.744141	-27.630381
9259.277344	-28.045141
9280.810547	-28.644140
9302.343750	-28.719851
9323.876953	-28.593681
9345.410156	-28.679916
9366.943359	-28.153454
9388.476563	-27.432480
9410.009766	-26.804487
9431.542969	-27.362341
9453.076172	-29.095407
9474.609375	-29.868471
9496.142578	-29.641504
9517.675781	-29.675013
9539.208984	-29.973160
9560.742188	-29.706846
9582.275391	-29.877285
9603.808594	-29.275723
9625.341797	-29.178877
9646.875000	-29.730919
9668.408203	-29.811724
9689.941406	-29.836323
9711.474609	-30.024384
9733.007813	-29.019779
9754.541016	-28.432953
9776.074219	-28.530857
9797.607422	-28.357225
9819.140625	-28.905331
9840.673828	-29.765026
9862.207031	-30.080595
9883.740234	-29.807158
9905.273438	-29.533379
9926.806641	-29.377062
9948.339844	-29.572386
9969.873047	-29.571268
9991.406250	-29.682384
10012.939453	-29.062338
10034.472656	-29.229307
10056.005859	-29.818523
10077.539063	-29.312958
10099.072266	-29.246716
10120.605469	-28.923761
10142.138672	-28.480427
10163.671875	-28.281860
10185.205078	-28.986805
10206.738281	-29.848635
10228.271484	-30.021069
10249.804688	-29.892630
10271.337891	-30.364500
10292.871094	-30.773649
10314.404297	-30.161346
10335.937500	-29.789747
10357.470703	-30.543304
10379.003906	-31.152105
10400.537109	-30.812262
10422.070313	-30.190643
10443.603516	-30.287989
10465.136719	-29.980425
10486.669922	-29.939453
10508.203125	-29.353321
10529.736328	-28.341400
10551.269531	-28.296076
10572.802734	-28.854759
10594.335938	-28.770168
10615.869141	-28.567844
10637.402344	-28.510658
10658.935547	-29.280144
10680.468750	-29.463835
10702.001953	-29.434994
10723.535156	-29.471121
10745.068359	-29.738480
10766.601563	-29.928789
10788.134766	-30.126083
10809.667969	-29.498707
10831.201172	-29.509418
10852.734375	-29.754803
10874.267578	-29.326109
10895.800781	-28.985880
10917.333984	-29.186945
10938.867188	-29.566708
10960.400391	-29.146454
10981.933594	-29.380726
11003.466797	-29.205662
11025.000000	-28.575821
11046.533203	-28.313543
11068.066406	-28.905210
11089.599609	-29.014301
11111.132813	-28.161800
11132.666016	-28.207169
11154.199219	-28.305651
11175.732422	-28.121109
11197.265625	-28.160814
11218.798828	-28.347162
11240.332031	-28.588753
11261.865234	-29.071012
11283.398438	-29.276041
11304.931641	-29.404444
11326.464844	-29.453245
11347.998047	-29.433382
11369.531250	-29.679810
11391.064453	-30.363140
11412.597656	-30.417753
11434.130859	-29.868923
11455.664063	-29.896322
11477.197266	-29.590477
11498.730469	-29.275793
11520.263672	-29.104088
11541.796875	-28.357368
11563.330078	-28.245348
11584.863281	-27.433216
11606.396484	-27.410770
11627.929688	-27.619255
11649.462891	-27.096458
11670.996094	-26.922318
11692.529297	-26.844362
11714.062500	-27.124653
11735.595703	-26.797400
11757.128906	-26.900375
11778.662109	-26.681105
11800.195313	-27.192350
11821.728516	-27.124384
11843.261719	-26.762997
11864.794922	-27.136753
11886.328125	-27.533321
11907.861328	-27.031252
11929.394531	-26.785765
11950.927734	-26.383614
11972.460938	-27.025892
11993.994141	-26.733120
12015.527344	-26.368191
12037.060547	-26.249565
12058.593750	-26.439135
12080.126953	-26.396402
12101.660156	-25.938215
12123.193359	-25.880926
12144.726563	-25.744308
12166.259766	-25.717947
12187.792969	-26.042141
12209.326172	-25.939226
12230.859375	-25.892273
12252.392578	-25.927824
12273.925781	-25.880741
12295.458984	-25.615719
12316.992188	-25.478043
12338.525391	-26.111103
12360.058594	-26.370838
12381.591797	-26.820263
12403.125000	-27.170177
12424.658203	-27.759323
12446.191406	-27.766989
12467.724609	-28.026255
12489.257813	-27.750647
12510.791016	-27.385010
12532.324219	-27.085890
12553.857422	-26.765062
12575.390625	-26.587421
12596.923828	-26.442127
12618.457031	-26.365269
12639.990234	-26.437387
12661.523438	-26.328909
12683.056641	-26.077723
12704.589844	-26.250385
12726.123047	-26.217119
12747.656250	-26.319265
12769.189453	-25.881851
12790.722656	-25.482595
12812.255859	-25.565941
12833.789063	-25.296194
12855.322266	-25.381649
12876.855469	-25.229500
12898.388672	-25.478874
12919.921875	-25.829325
12941.455078	-25.721878
12962.988281	-25.659557
12984.521484	-25.868195
13006.054688	-25.637600
13027.587891	-25.459755
13049.121094	-25.772375
13070.654297	-25.507540
13092.187500	-25.304646
13113.720703	-25.583937
13135.253906	-25.579756
13156.787109	-25.256292
13178.320313	-25.382055
13199.853516	-25.204103
13221.386719	-24.995892
13242.919922	-24.297132
13264.453125	-24.584227
13285.986328	-24.630568
13307.519531	-24.625990
13329.052734	-25.054430
13350.585938	-25.318003
13372.119141	-25.179953
13393.652344	-25.645987
13415.185547	-25.849533
13436.718750	-26.285246
13458.251953	-26.258966
13479.785156	-26.527155
13501.318359	-26.750740
13522.851563	-26.749994
13544.384766	-26.713425
13565.917969	-26.692951
13587.451172	-26.735579
13608.984375	-26.618967
13630.517578	-26.389664
13652.050781	-26.417009
13673.583984	-26.579016
13695.117188	-26.290627
13716.650391	-25.911415
13738.183594	-25.834049
13759.716797	-25.799486
13781.250000	-25.756470
13802.783203	-26.155396
13824.316406	-25.962507
13845.849609	-25.835981
13867.382813	-25.894464
13888.916016	-26.047125
13910.449219	-26.458673
13931.982422	-26.172728
13953.515625	-26.433788
13975.048828	-26.681019
13996.582031	-26.875414
14018.115234	-26.617365
14039.648438	-26.535526
14061.181641	-26.721994
14082.714844	-26.993549
14104.248047	-27.115294
14125.781250	-27.234333
14147.314453	-27.531828
14168.847656	-27.395317
14190.380859	-27.430941
14211.914063	-27.533295
14233.447266	-27.325975
14254.980469	-27.001348
14276.513672	-27.106171
14298.046875	-27.178612
14319.580078	-27.453503
14341.113281	-26.983894
14362.646484	-26.910633
14384.179688	-27.155499
14405.712891	-27.562517
14427.246094	-27.711258
14448.779297	-27.691004
14470.312500	-28.067356
14491.845703	-27.925951
14513.378906	-28.314045
14534.912109	-28.365196
14556.445313	-28.099102
14577.978516	-27.856392
14599.511719	-28.098722
14621.044922	-28.131628
14642.578125	-28.215136
14664.111328	-28.592968
14685.644531	-28.613344
14707.177734	-28.390280
14728.710938	-28.577648
14750.244141	-28.629316
14771.777344	-28.751022
14793.310547	-28.542097
14814.843750	-28.280691
14836.376953	-28.029408
14857.910156	-28.114998
14879.443359	-28.286800
14900.976563	-28.039892
14922.509766	-27.793774
14944.042969	-27.936123
14965.576172	-28.381096
14987.109375	-27.965324
15008.642578	-27.771355
15030.175781	-28.306578
15051.708984	-28.453487
15073.242188	-28.426325
15094.775391	-28.328260
15116.308594	-28.444195
15137.841797	-27.885311
15159.375000	-27.668812
15180.908203	-28.078262
15202.441406	-28.458065
15223.974609	-28.101681
15245.507813	-27.812838
15267.041016	-27.881739
15288.574219	-27.767723
15310.107422	-27.389769
15331.640625	-27.455879
15353.173828	-27.583733
15374.707031	-27.350883
15396.240234	-27.759220
15417.773438	-28.174112
15439.306641	-28.717234
15460.839844	-29.444788
15482.373047	-29.162073
15503.906250	-29.591457
15525.439453	-29.985134
15546.972656	-30.176434
15568.505859	-30.439985
15590.039063	-30.835577
15611.572266	-30.553680
15633.105469	-30.408123
15654.638672	-29.888193
15676.171875	-29.806198
15697.705078	-30.037535
15719.238281	-30.173807
15740.771484	-30.088383
15762.304688	-29.812550
15783.837891	-30.109821
15805.371094	-30.422655
15826.904297	-30.386726
15848.437500	-30.195400
15869.970703	-29.178398
15891.503906	-29.013762
15913.037109	-29.477467
15934.570313	-29.258980
15956.103516	-29.315348
15977.636719	-29.385601
15999.169922	-29.239119
16020.703125	-29.024664
16042.236328	-29.106430
16063.769531	-29.039635
16085.302734	-29.292734
16106.835938	-29.095894
16128.369141	-28.929115
16149.902344	-28.657276
16171.435547	-28.186731
16192.968750	-27.810385
16214.501953	-27.672281
16236.035156	-27.654518
16257.568359	-27.350906
16279.101563	-27.453308
16300.634766	-27.608576
16322.167969	-27.837746
16343.701172	-28.002489
16365.234375	-28.090673
16386.767578	-27.734493
16408.300781	-27.951975
16429.833984	-28.448038
16451.367188	-28.403145
16472.900391	-28.401587
16494.433594	-28.715752
16515.966797	-29.021883
16537.500000	-29.229784
16559.033203	-29.821180
16580.566406	-29.820438
16602.099609	-29.753273
16623.632813	-29.754841
16645.166016	-29.544336
16666.699219	-29.186028
16688.232422	-29.196600
16709.765625	-29.486692
16731.298828	-29.139132
16752.832031	-29.334660
16774.365234	-29.539227
16795.898438	-29.187635
16817.431641	-28.837992
16838.964844	-29.253660
16860.498047	-28.958704
16882.031250	-28.935371
16903.564453	-29.445013
16925.097656	-29.599852
16946.630859	-29.464735
16968.164063	-29.448538
16989.697266	-29.460400
17011.230469	-29.509882
17032.763672	-29.507004
17054.296875	-29.287714
17075.830078	-29.511492
17097.363281	-29.644205
17118.896484	-29.887022
17140.429688	-29.593655
17161.962891	-29.454813
17183.496094	-29.569475
17205.029297	-29.599318
17226.562500	-30.046410
17248.095703	-29.978964
17269.628906	-29.248005
17291.162109	-28.736279
17312.695313	-28.964329
17334.228516	-29.682024
17355.761719	-30.180227
17377.294922	-30.439335
17398.828125	-30.483166
17420.361328	-30.145634
17441.894531	-30.640284
17463.427734	-31.113949
17484.960938	-31.329271
17506.494141	-31.842552
17528.027344	-32.102715
17549.560547	-31.978251
17571.093750	-31.774134
17592.626953	-32.113285
17614.160156	-32.468414
17635.693359	-32.748486
17657.226563	-32.097126
17678.759766	-32.093018
17700.292969	-31.840265
17721.826172	-31.457226
17743.359375	-31.876772
17764.892578	-32.319214
17786.425781	-31.754171
17807.958984	-31.786942
17829.492188	-32.073277
17851.025391	-31.842623
17872.558594	-31.337584
17894.091797	-31.164177
17915.625000	-31.425430
17937.158203	-31.740587
17958.691406	-32.012531
17980.224609	-31.217140
18001.757813	-31.091240
18023.291016	-31.787737
18044.824219	-32.236683
18066.357422	-31.889795
18087.890625	-31.633175
18109.423828	-31.610498
18130.957031	-31.986858
18152.490234	-31.936018
18174.023438	-31.269772
18195.556641	-31.044270
18217.089844	-31.220879
18238.623047	-31.416138
18260.156250	-30.779060
18281.689453	-31.144981
18303.222656	-31.545404
18324.755859	-30.956583
18346.289063	-31.223080
18367.822266	-31.644226
18389.355469	-31.756182
18410.888672	-31.989162
18432.421875	-32.226818
18453.955078	-32.308762
18475.488281	-32.769737
18497.021484	-32.620377
18518.554688	-33.044052
18540.087891	-33.477139
18561.621094	-33.877079
18583.154297	-33.849651
18604.687500	-33.758389
18626.220703	-33.900272
18647.753906	-33.792511
18669.287109	-33.986641
18690.820313	-33.411610
18712.353516	-33.671490
18733.886719	-33.523739
18755.419922	-33.179859
18776.953125	-33.154457
18798.486328	-32.769913
18820.019531	-32.289463
18841.552734	-32.839321
18863.085938	-33.171692
18884.619141	-32.297001
18906.152344	-32.411705
18927.685547	-32.312950
18949.218750	-32.890102
18970.751953	-33.070942
18992.285156	-32.631340
19013.818359	-33.524220
19035.351563	-33.599751
19056.884766	-33.244476
19078.417969	-33.554600
19099.951172	-33.396725
19121.484375	-33.067867
19143.017578	-33.527287
19164.550781	-33.601387
19186.083984	-32.905842
19207.617188	-32.717690
19229.150391	-33.003727
19250.683594	-33.196678
19272.216797	-32.766468
19293.750000	-32.780037
19315.283203	-32.450623
19336.816406	-32.365440
19358.349609	-32.408783
19379.882813	-32.691502
19401.416016	-32.828239
19422.949219	-32.113934
19444.482422	-32.246685
19466.015625	-32.308548
19487.548828	-32.680153
19509.082031	-32.696236
19530.615234	-33.132088
19552.148438	-33.483082
19573.681641	-34.067253
19595.214844	-34.932926
19616.748047	-35.229191
19638.281250	-35.162666
19659.814453	-35.123440
19681.347656	-35.695103
19702.880859	-36.114693
19724.414063	-35.568359
19745.947266	-35.562904
19767.480469	-35.153393
19789.013672	-35.354465
19810.546875	-35.448414
19832.080078	-35.029297
19853.613281	-34.731213
19875.146484	-35.221878
19896.679688	-35.105320
19918.212891	-34.415394
19939.746094	-33.761295
19961.279297	-34.112621
19982.812500	-34.180267
20004.345703	-33.977825
20025.878906	-34.166126
20047.412109	-34.722790
20068.945313	-34.513371
20090.478516	-34.479420
20112.011719	-34.470459
20133.544922	-34.443462
20155.078125	-34.470509
20176.611328	-34.821568
20198.144531	-34.780113
20219.677734	-35.019867
20241.210938	-35.553127
20262.744141	-35.810474
20284.277344	-35.569611
20305.810547	-34.800793
20327.343750	-34.675026
20348.876953	-35.187225
20370.410156	-34.947559
20391.943359	-34.854645
20413.476563	-35.013092
20435.009766	-34.768852
20456.542969	-34.599754
20478.076172	-34.912300
20499.609375	-34.740303
20521.142578	-35.121620
20542.675781	-35.185776
20564.208984	-35.098427
20585.742188	-35.696381
20607.275391	-35.839890
20628.808594	-35.900505
20650.341797	-35.762985
20671.875000	-36.023701
20693.408203	-36.536163
20714.941406	-36.578308
20736.474609	-36.727760
20758.007813	-36.795544
20779.541016	-37.478531
20801.074219	-37.528625
20822.607422	-37.890953
20844.140625	-38.443474
20865.673828	-38.075363
20887.207031	-38.352654
20908.740234	-39.202362
20930.273438	-38.974277
20951.806641	-38.974617
20973.339844	-39.104324
20994.873047	-39.109638
21016.406250	-39.099571
21037.939453	-39.444714
21059.472656	-39.758141
21081.005859	-40.493046
21102.539063	-40.378784
21124.072266	-40.444103
21145.605469	-40.635971
21167.138672	-40.730373
21188.671875	-40.932812
21210.205078	-40.769119
21231.738281	-40.239948
21253.271484	-40.483082
21274.804688	-40.777451
21296.337891	-40.696484
21317.871094	-41.347103
21339.404297	-42.022831
21360.937500	-41.557194
21382.470703	-41.033203
21404.003906	-41.711220
21425.537109	-41.924274
21447.070313	-42.246998
21468.603516	-42.477142
21490.136719	-43.191505
21511.669922	-43.985626
21533.203125	-44.320080
21554.736328	-44.479992
21576.269531	-44.628807
21597.802734	-45.058643
21619.335938	-45.359020
21640.869141	-46.299263
21662.402344	-46.799145
21683.935547	-46.242138
21705.468750	-46.707939
21727.001953	-46.880474
21748.535156	-46.940983
21770.068359	-46.470161
21791.601563	-46.585270
21813.134766	-46.333191
21834.667969	-46.628365
21856.201172	-47.349945
21877.734375	-47.420109
21899.267578	-47.326939
21920.800781	-47.857674
21942.333984	-48.627773
21963.867188	-48.591419
21985.400391	-48.544315
22006.933594	-48.606457
22028.466797	-48.956211
